id_original,id_souldata,nombre_tripadvisor,nombre_souldata,link,score,n_reviews,description,categoria,subcategoría,departamento,ciudad,entra_analisis,entra_global,lat,long,geo_manual
0,1,Perito Moreno Glacier,Glaciar Perito Moreno,/Attraction_Review-g488166-d6438572-Reviews-Perito_Moreno_Glacier-Los_Glaciares_National_Park_Province_of_Santa_Cruz_Patagoni.html,5.0,12644,Geologic Formations,Áreas naturales,Glaciares,Lago Argentino,El Calafate,1.0,1.0,-50.505009,-73.166031,0
1,2,Cerro Fitz Roy,Cerro Fitz Roy,/Attraction_Review-g316035-d552855-Reviews-Cerro_Fitz_Roy-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,5.0,2903,Mountains,Áreas naturales,Cerros,Lago Argentino,El Chaltén,1.0,1.0,-49.30743,-72.914993,0
2,3,Laguna Torre,Laguna Torre,/Attraction_Review-g316035-d2510209-Reviews-Laguna_Torre-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,5.0,1540,Bodies of Water â€¢ Historic Walking Areas,Áreas naturales,Senderos,Lago Argentino,El Chaltén,1.0,1.0,-49.3325,-72.927223,0
3,4,Laguna de los Tres,Laguna de los Tres,/Attraction_Review-g488166-d2524250-Reviews-Laguna_de_los_Tres-Los_Glaciares_National_Park_Province_of_Santa_Cruz_Patagonia.html,5.0,597,Hiking Trails,Áreas naturales,Senderos,Lago Argentino,El Chaltén,1.0,1.0,-49.280548,-72.984093,0
4,5,Cabo VÃ­rgenes,Cabo Vírgenes,/Attraction_Review-g312852-d7092461-Reviews-Cabo_Virgenes-Rio_Gallegos_Province_of_Santa_Cruz_Patagonia.html,4.5,110,Points of Interest & Landmarks â€¢ Nature & Wildlife Areas,Áreas naturales,Avistaje de fauna,Güer Aike,Río Gallegos,1.0,1.0,-52.3274994,-68.3516667,1
5,6,Lago Argentino,Lago Argentino,/Attraction_Review-g312851-d313897-Reviews-Lago_Argentino-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,4125,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",Lago Argentino,El Calafate,1.0,1.0,-50.336784,-72.266876,0
6,7,Glaciar Spegazzini,Glaciar Spegazzini,/Attraction_Review-g488166-d10136803-Reviews-Glaciar_Spegazzini-Los_Glaciares_National_Park_Province_of_Santa_Cruz_Patagonia.html,5.0,98,Geologic Formations,Áreas naturales,Glaciares,Lago Argentino,El Calafate,1.0,1.0,-50.2505733,-73.3818206,1
7,8,Rios de Hielo,Ríos de Hielo,/Attraction_Review-g312851-d9834872-Reviews-Rios_de_Hielo-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,1172,Bodies of Water,Prestadores turísticos,Excursiones y aventura,Lago Argentino,El Calafate,1.0,1.0,-50.040413,-73.266754,0
8,9,Upsala Glacier,Glaciar Upsala,/Attraction_Review-g312851-d313743-Reviews-Upsala_Glacier-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,3458,Geologic Formations,Áreas naturales,Glaciares,Lago Argentino,El Calafate,1.0,1.0,-49.886944,-73.2725,1
9,10,Pasarelas Perito Moreno,Pasarelas Perito Moreno,/Attraction_Review-g312851-d11663802-Reviews-Pasarelas_Perito_Moreno-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,5.0,2384,Geologic Formations,Áreas naturales,Glaciares,Lago Argentino,El Calafate,1.0,1.0,-50.468994,-73.03302,0
10,11,Glaciarium,Glaciarium - Centro de Interpretación,/Attraction_Review-g312851-d2054832-Reviews-Glaciarium-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,4433,Speciality Museums,Espacios urbanos,Museos,Lago Argentino,El Calafate,1.0,1.0,-50.336586,-72.339844,0
11,12,Lago del Desierto,Lago del Desierto,/Attraction_Review-g312850-d2534729-Reviews-Lago_del_Desierto-Province_of_Santa_Cruz_Patagonia.html,4.5,182,Bodies of Water â€¢ Nature & Wildlife Areas,Áreas naturales,"Lagos, lagunas y ríos",Lago Argentino,El Chaltén,1.0,1.0,-49.037222,-72.864722,1
12,13,Laguna Azul,Laguna Azul,/Attraction_Review-g312852-d3538161-Reviews-Laguna_Azul-Rio_Gallegos_Province_of_Santa_Cruz_Patagonia.html,4.5,175,Nature & Wildlife Areas,Sitios arqueológicos y geológicos,Sitios Geológicos,Güer Aike,Río Gallegos,1.0,1.0,-52.0764605,-69.581407,1
13,14,Cueva de las Manos,Cueva de las Manos,/Attraction_Review-g312850-d318282-Reviews-Cueva_de_las_Manos-Province_of_Santa_Cruz_Patagonia.html,4.5,162,Caverns & Caves,Sitios arqueológicos y geológicos,Sitios arqueológicos,Lago Buenos Aires,Perito Moreno,1.0,1.0,-47.1522214,-70.6627035,1
14,15,Laguna Capri,Laguna Capri,/Attraction_Review-g316035-d2524238-Reviews-Laguna_Capri-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,1360,Bodies of Water,Áreas naturales,Senderos,Lago Argentino,El Chaltén,1.0,1.0,-49.303749,-72.928513,0
15,1,Perito Moreno Glacier,Glaciar Perito Moreno,/Attraction_Review-g488166-d313740-Reviews-Perito_Moreno_Glacier-Los_Glaciares_National_Park_Province_of_Santa_Cruz_Patagonia.html,5.0,6654,Geologic Formations,Áreas naturales,Glaciares,Lago Argentino,El Calafate,1.0,1.0,-50.483299,-73.050003,0
16,16,Road to El Chalten,Ruta a El Chaltén,/Attraction_Review-g316035-d1205825-Reviews-Road_to_El_Chalten-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,613,Scenic Drives,Áreas naturales,Rutas y caminos,Lago Argentino,El Chaltén,1.0,1.0,-49.391819,-72.849464,0
17,17,Glaciar Huemul,Glaciar Huemul,/Attraction_Review-g316035-d4002332-Reviews-Glaciar_Huemul-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,640,Geologic Formations,Áreas naturales,Glaciares,Lago Argentino,El Chaltén,1.0,1.0,-49.331581,-72.886192,0
18,18,Lago Buenos Aires,Lago Buenos Aires,/Attraction_Review-g1673177-d4283483-Reviews-Lago_Buenos_Aires-Los_Antiguos_Province_of_Santa_Cruz_Patagonia.html,4.5,125,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",Lago Buenos Aires,Los Antiguos,1.0,1.0,-46.547661,-71.631302,0
19,19,Estancia 25 de Mayo,Estancia 25 de Mayo,/Attraction_Review-g312851-d1937955-Reviews-Estancia_25_de_Mayo-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,302,Nature & Wildlife Areas â€¢ Rides & Activities,Prestadores turísticos,Turismo rural,Lago Argentino,El Calafate,1.0,1.0,-50.345325,-72.251541,0
20,20,Parque Nacional Bosques Petrificados de Jaramillo,Parque Nacional Bosques Petrificados de Jaramillo,/Attraction_Review-g2468334-d8481800-Reviews-Parque_Nacional_Bosques_Petrificados_de_Jaramillo-Puerto_Santa_Cruz_Province_of_.html,4.5,25,State Parks â€¢ National Parks,Áreas naturales,Parque / Reserva natural,,,,,-47.6721012,-67.9917364,1
21,21,El Mirador De Los Condores,El Mirador De Los Condores,/Attraction_Review-g316035-d6896677-Reviews-El_Mirador_De_Los_Condores-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,802,Lookouts,Áreas naturales,Senderos,Lago Argentino,El Chaltén,1.0,1.0,-49.326698,-72.889923,0
22,22,Isla Pinguinos,Isla Pingüino,/Attraction_Review-g887127-d7645120-Reviews-Isla_Pinguinos-Puerto_Deseado_Province_of_Santa_Cruz_Patagonia.html,5.0,72,Islands,Áreas naturales,Miradores,,,,,-47.9105556,-65.7175,1
23,23,Parque Nacional Monte Leon,Parque Nacional Monte León,/Attraction_Review-g2468334-d2537691-Reviews-Parque_Nacional_Monte_Leon-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,4.5,65,National Parks,Áreas naturales,Parque / Reserva natural,,,,,-50.2642303,-68.9584374,1
24,24,Laguna Nimez Reserva Natural Municipal,Laguna Nimez Reserva Natural Municipal,/Attraction_Review-g312851-d1368446-Reviews-Laguna_Nimez_Reserva_Natural_Municipal-El_Calafate_Province_of_Santa_Cruz_Patagon.html,4.0,2320,Nature & Wildlife Areas,Áreas naturales,"Lagos, lagunas y ríos",Lago Argentino,El Calafate,1.0,1.0,-50.320904,-72.265656,0
25,25,Glaciar Seco,Glaciar Seco,/Attraction_Review-g488166-d10136869-Reviews-Glaciar_Seco-Los_Glaciares_National_Park_Province_of_Santa_Cruz_Patagonia.html,4.0,6,Geologic Formations,Áreas naturales,Glaciares,,,,,-50.1729065,-73.2943557,1
26,26,Sendero Loma del Pliegue Tumbado,Sendero Loma del Pliegue Tumbado,/Attraction_Review-g316035-d4023057-Reviews-Sendero_Loma_del_Pliegue_Tumbado-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,5.0,265,Mountains,Áreas naturales,Senderos,Lago Argentino,El Chaltén,1.0,1.0,-49.356728,-72.959946,0
27,27,La Leona Petrified Forest,Bosque Pretificado La Leona,/Attraction_Review-g312851-d1724350-Reviews-La_Leona_Petrified_Forest-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,256,Nature & Wildlife Areas,Sitios arqueológicos y geológicos,Sitios arqueológicos,Lago Argentino,El Chaltén,1.0,1.0,-49.84676,-72.108742,0
28,28,Chorillo del Salto,Chorillo del Salto,/Attraction_Review-g316035-d3182204-Reviews-Chorillo_del_Salto-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.0,1321,Waterfalls,Áreas naturales,"Lagos, lagunas y ríos",Lago Argentino,El Chaltén,1.0,1.0,-49.331581,-72.886192,0
29,29,Viedma Glacier,Glaciar Viedma,/Attraction_Review-g316035-d3710333-Reviews-Viedma_Glacier-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,619,Points of Interest & Landmarks,Áreas naturales,Glaciares,Lago Argentino,El Chaltén,1.0,1.0,-49.4166667,-73.25,1
30,30,El Calafate Historical Interpretation Center,Centro de Interpretación Histórica de El Calafate,/Attraction_Review-g312851-d3682889-Reviews-El_Calafate_Historical_Interpretation_Center-El_Calafate_Province_of_Santa_Cruz_P.html,4.0,790,Speciality Museums,Espacios urbanos,Museos,Lago Argentino,El Calafate,1.0,1.0,-50.331345,-72.265076,0
31,31,Avenida Libertador,Avenida Libertador,/Attraction_Review-g312851-d312421-Reviews-Avenida_Libertador-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,1666,Neighborhoods â€¢ Points of Interest & Landmarks,Espacios urbanos,"Parques, plazas y espacios urbanos",Lago Argentino,El Calafate,1.0,1.0,-50.339371,-72.255684,0
32,32,Mirador del Torre,Mirador del Torre,/Attraction_Review-g316035-d2524242-Reviews-Mirador_del_Torre-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,461,Lookouts â€¢ Hiking Trails,Áreas naturales,Senderos,Lago Argentino,El Chaltén,1.0,1.0,-49.332653,-72.927155,0
33,33,Walichu Caves,Punta Walichu,/Attraction_Review-g312851-d312422-Reviews-Walichu_Caves-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,3.5,366,Historic Sites â€¢ Caverns & Caves,Sitios arqueológicos y geológicos,Sitios arqueológicos,Lago Argentino,El Calafate,1.0,1.0,-50.297169,-72.204155,0
34,14,Cave of the Hands,Cueva de las Manos,/Attraction_Review-g1949199-d5504411-Reviews-Cave_of_the_Hands-Perito_Moreno_Province_of_Santa_Cruz_Patagonia.html,4.5,146,Points of Interest & Landmarks,Sitios arqueológicos y geológicos,Sitios arqueológicos,Lago Buenos Aires,Perito Moreno,1.0,1.0,-47.1522214,-70.6627035,1
35,34,Santa Teresita del Nino Jesus,Santa Teresita del Niño Jesús,/Attraction_Review-g312851-d3377829-Reviews-Santa_Teresita_del_Nino_Jesus-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,274,Churches & Cathedrals,Lugares religiosos,,Lago Argentino,El Calafate,0.0,1.0,-50.33773,-72.26133,0
36,35,Oficina de Turismo de Caleta Olivia,Centro de Información Turística  - Caleta Oliva,/Attraction_Review-g2617018-d10365114-Reviews-Oficina_de_Turismo_de_Caleta_Olivia-Caleta_Olivia_Province_of_Santa_Cruz_Patago.html,4.5,6,Visitor Centers,Espacios urbanos,Centros de Información Turística,,,,,-46.436218,-67.519722,0
37,36,Monte Zeballos,Monte Zeballos,/Attraction_Review-g1673177-d2043174-Reviews-Monte_Zeballos-Los_Antiguos_Province_of_Santa_Cruz_Patagonia.html,4.5,66,Scenic Drives,Áreas naturales,Cerros,,,,,-47.0349999,-71.6983333,1
38,37,Lago Del Desierto,Lago Del Desierto,/Attraction_Review-g2468334-d12533512-Reviews-Lago_Del_Desierto-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,4.5,7,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",,,,,-49.037222,-72.864722,1
39,38,Museo Tematico Nao Victoria,Museo Tematico Nao Victoria,/Attraction_Review-g1857763-d3319946-Reviews-Museo_Tematico_Nao_Victoria-Puerto_San_Julian_Province_of_Santa_Cruz_Patagonia.html,4.0,100,Speciality Museums,Espacios urbanos,Museos,Magallanes,Puerto San Julián,1.0,1.0,-49.312851,-67.714661,0
40,39,Glaciar Piedras Blancas,Glaciar Piedras Blancas,/Attraction_Review-g316035-d3915404-Reviews-Glaciar_Piedras_Blancas-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,253,Mountains,Áreas naturales,Glaciares,Lago Argentino,El Chaltén,1.0,1.0,-49.264496,-72.949577,0
41,40,Southern Spirit,Southern Spirit,/Attraction_Review-g312851-d11958510-Reviews-Southern_Spirit-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,90,Ferries,Prestadores turísticos,Excursiones y aventura,Lago Argentino,El Calafate,1.0,1.0,-50.338566,-72.268883,0
42,41,Lago Roca,Lago Roca,/Attraction_Review-g312851-d10179357-Reviews-Lago_Roca-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,79,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",Lago Argentino,El Calafate,1.0,1.0,-50.34774,-72.276543,0
43,42,Los Huemules,Los Huemules,/Attraction_Review-g316035-d9856654-Reviews-Los_Huemules-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,45,Nature & Wildlife Areas,Áreas naturales,Senderos,,,,,-49.219163,-72.9606453,1
44,43,Lago Posadas,Lago Posadas,/Attraction_Review-g312850-d20048007-Reviews-Lago_Posadas-Province_of_Santa_Cruz_Patagonia.html,4.5,2,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",,,,,-49.783333,-68.6166669,1
45,44,Museo Argentino del Juguete,Museo Argentino del Juguete,/Attraction_Review-g312851-d3767761-Reviews-Museo_Argentino_del_Juguete-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,209,Speciality Museums,Espacios urbanos,Museos,Lago Argentino,El Calafate,1.0,1.0,-50.3379839,-72.2624271,1
46,45,Amanecer en El Chalten,Amanecer en El Chaltén,/Attraction_Review-g316035-d9852003-Reviews-Amanecer_en_El_Chalten-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,5.0,70,Mountains â€¢ Geologic Formations,Áreas naturales,Miradores,,,,,-49.3314941,-72.886325,1
47,46,Mirador Lago Viedma,Mirador Lago Viedma,/Attraction_Review-g312850-d17338309-Reviews-Mirador_Lago_Viedma-Province_of_Santa_Cruz_Patagonia.html,4.0,2,Points of Interest & Landmarks,Áreas naturales,Miradores,,,,,-49.806381,-72.091949,0
48,47,Barco hundido Marjory Glen,Barco Marjory Glen,/Attraction_Review-g312852-d3155269-Reviews-Barco_hundido_Marjory_Glen-Rio_Gallegos_Province_of_Santa_Cruz_Patagonia.html,3.5,66,Ships,Sitios históricos y arqueológicos,Sitios históricos,,,,,-51.622349,-69.249931,0
49,48,Onelli Glacier,Glaciar Onelli,/Attraction_Review-g312851-d577291-Reviews-Onelli_Glacier-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,142,Geologic Formations,Áreas naturales,Glaciares,Lago Argentino,El Calafate,1.0,1.0,-50.1237192,-73.4259644,1
50,49,Iglesia Exaltacion de la Santa Cruz,Iglesia Exaltación de la Santa Cruz,/Attraction_Review-g2468334-d11660728-Reviews-Iglesia_Exaltacion_de_la_Santa_Cruz-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Pa.html,4.5,3,Churches & Cathedrals,Lugares religiosos,Iglesias y Parroquias,,,,,-50.0164843,-68.5207988,1
51,50,Cerro Pan de Azucar,Cerro Pan de Azúcar,/Attraction_Review-g2617018-d10358956-Reviews-Cerro_Pan_de_Azucar-Caleta_Olivia_Province_of_Santa_Cruz_Patagonia.html,4.5,6,Geologic Formations,Áreas naturales,Cerros,,,,,-46.445549,-67.510323,0
52,51,Calafate Fishing,Calafate Fishing,/Attraction_Review-g312851-d1631798-Reviews-Calafate_Fishing-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,57,Bodies of Water,Prestadores turísticos,Receptivos,,,,,-50.339149,-72.277809,0
53,52,Reserva Provincial Peninsula Puerto San Julian,Reserva Provincial Península Puerto San Julián,/Attraction_Review-g1857763-d10053741-Reviews-Reserva_Provincial_Peninsula_Puerto_San_Julian-Puerto_San_Julian_Province_of_Sa.html,4.5,16,Nature & Wildlife Areas,Áreas naturales,Parque / Reserva natural,,,,,-49.304287,-67.637024,0
54,53,Laguna Toro,Laguna del Toro,/Attraction_Review-g316035-d8262591-Reviews-Laguna_Toro-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,27,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",,,,,-50.33828,-72.306633,0
55,54,Lago Strobel,Lago Strobel,/Attraction_Review-g1203116-d10340885-Reviews-Lago_Strobel-Gobernador_Gregores_Province_of_Santa_Cruz_Patagonia.html,5.0,1,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",,,,,-48.444126,-71.1960709,1
56,55,Sendero a Piedra del Fraile,Sendero a Piedra del Fraile,/Attraction_Review-g316035-d7717206-Reviews-Sendero_a_Piedra_del_Fraile-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,41,Hiking Trails,Áreas naturales,Senderos,,,,,-49.2272343,-73.0153285,1
57,56,Madsen House Museum,Casa Madsen Museo,/Attraction_Review-g316035-d9856682-Reviews-Madsen_House_Museum-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,53,Speciality Museums,Museos,Museos,,,,,-49.3128819,-72.8895709,1
58,57,Museo de los Pioneros,Museo de los Pioneros,/Attraction_Review-g312852-d7002429-Reviews-Museo_de_los_Pioneros-Rio_Gallegos_Province_of_Santa_Cruz_Patagonia.html,4.0,48,Speciality Museums,Museos,Museos,,,,,-51.615009,-69.226334,0
59,58,La Usina,La Usina,/Attraction_Review-g312851-d2345727-Reviews-La_Usina-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.5,64,Ranches,Prestadores turísticos,Receptivos,,,,,-50.337969,-72.2647982,1
60,59,Paso de Viento,Paso de Viento,/Attraction_Review-g316035-d10068322-Reviews-Paso_de_Viento-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,5.0,12,Nature & Wildlife Areas â€¢ Hiking Trails,Áreas naturales,Senderos,,,,,-49.39531,-73.1159033,1
61,60,Museo Regional Carlos Borgialli,Museo Regional Carlos Borgialli,/Attraction_Review-g2468334-d11645476-Reviews-Museo_Regional_Carlos_Borgialli-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patago.html,4.5,3,History Museums,Museos,Museos,,,,,-51.642166,-69.225243,0
62,61,Reserva natural Provincial Ria Deseado,Reserva Natural Ría de Puerto Deseado,/Attraction_Review-g887127-d9986312-Reviews-Reserva_natural_Provincial_Ria_Deseado-Puerto_Deseado_Province_of_Santa_Cruz_Pata.html,5.0,35,Nature & Wildlife Areas â€¢ Other Nature & Parks,Áreas naturales,Parque / Reserva natural,,,,,-46.539181,-68.950142,0
63,62,Centro de Informes,Centro de Información Turística - El Chaltén,/Attraction_Review-g316035-d10375387-Reviews-Centro_de_Informes-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.5,65,Visitor Centers,Espacios urbanos,Centros de Información Turística,,,,,-49.3334197,-72.8833999,1
64,63,Parque Anfiteatro del Bosque,Parque Anfiteatro del Bosque,/Attraction_Review-g312851-d10713060-Reviews-Parque_Anfiteatro_del_Bosque-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,49,Parks,Espacios urbanos,"Parques, plazas y espacios urbanos",,,,,-50.339005,-72.271507,0
65,64,Museo Malvinas Argentinas,Museo de Guerra Malvinas Argentinas,/Attraction_Review-g312852-d10239048-Reviews-Museo_Malvinas_Argentinas-Rio_Gallegos_Province_of_Santa_Cruz_Patagonia.html,4.5,11,Military Museums,Museos,Museos,,,,,-51.625603,-69.22168,0
66,65,Plazoleta Heroes de Malvinas,Plazoleta Héroes de Malvinas,/Attraction_Review-g312851-d10138389-Reviews-Plazoleta_Heroes_de_Malvinas-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,3.5,129,Monuments & Statues,Espacios urbanos,Monumentos y estatuas,Lago Argentino,El Calafate,1.0,1.0,-50.338722,-72.276428,0
67,66,Casino Club - Calafate,Casino Club - Calafate,/Attraction_Review-g312851-d9753828-Reviews-Casino_Club_Calafate-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,3.0,87,Casinos,Espacios urbanos,Entretenimiento,Lago Argentino,El Calafate,1.0,1.0,-50.337952,-72.264374,0
68,67,Paseo Costero,Paseo Costero,/Attraction_Review-g2617018-d14109873-Reviews-Paseo_Costero-Caleta_Olivia_Province_of_Santa_Cruz_Patagonia.html,4.0,8,Piers & Boardwalks â€¢ Scenic Walking Areas,Áreas naturales,"Grutas, cuevas y playas",,,,,-46.439739,-67.513687,0
69,68,Plaza De Los Pioneros,Plaza De Los Pioneros,/Attraction_Review-g312851-d5953259-Reviews-Plaza_De_Los_Pioneros-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,117,Parks,Espacios urbanos,"Parques, plazas y espacios urbanos",Lago Argentino,El Calafate,1.0,1.0,-50.346111,-72.254219,0
70,69,El Gorosito,El Gorosito,/Attraction_Review-g2617018-d8647331-Reviews-El_Gorosito-Caleta_Olivia_Province_of_Santa_Cruz_Patagonia.html,4.0,78,Monuments & Statues,Espacios urbanos,Monumentos y estatuas,Deseado,Caleta Olivia,1.0,1.0,-46.440941,-67.517883,0
71,70,Hoya del Chingue,Hoya del Chingue,/Attraction_Review-g312851-d8467728-Reviews-Hoya_del_Chingue-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,4.0,29,Ski & Snowboard Areas,Prestadores turísticos,Receptivos,,,,,-50.404736,-72.341637,0
72,71,Circuito Aviles,Circuito Avilés,/Attraction_Review-g312850-d16658092-Reviews-Circuito_Aviles-Province_of_Santa_Cruz_Patagonia.html,4.0,1,Hiking Trails,Áreas naturales,Senderos,,,,,,,2
73,72,Paseo de Los Artesanos,Paseo de Los Artesanos,/Attraction_Review-g312851-d10697660-Reviews-Paseo_de_Los_Artesanos-El_Calafate_Province_of_Santa_Cruz_Patagonia.html,3.5,36,Flea & Street Markets,Sitios históricos y arqueológicos,Sitios históricos,,,,,-50.338467,-72.264771,0
74,73,Parque Nacional Patagonia,Parque Nacional Patagonia,/Attraction_Review-g1673177-d12805662-Reviews-Parque_Nacional_Patagonia-Los_Antiguos_Province_of_Santa_Cruz_Patagonia.html,4.5,8,National Parks,Áreas naturales,Parque / Reserva natural,,,,,-46.9403726,-71.2750061,1
75,74,Monumento al Piloto de la Fuerza Aerea,Monumento Héroes Fuerza Aérea,/Attraction_Review-g312852-d10251306-Reviews-Monumento_al_Piloto_de_la_Fuerza_Aerea-Rio_Gallegos_Province_of_Santa_Cruz_Patag.html,4.0,21,Monuments & Statues,Sitios históricos y arqueológicos,Monumentos y estatuas,,,,,-51.617416,-69.206963,0
76,75,Laguna Sucia,Laguna Sucia,/Attraction_Review-g316035-d15812567-Reviews-Laguna_Sucia-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,5.0,8,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",,,,,-49.280663,-72.986748,0
77,76,Plaza San Martin,Plaza San Martín,/Attraction_Review-g312852-d7694911-Reviews-Plaza_San_Martin-Rio_Gallegos_Province_of_Santa_Cruz_Patagonia.html,3.5,91,Points of Interest & Landmarks â€¢ Monuments & Statues,Espacios urbanos,"Parques, plazas y espacios urbanos",Güer Aike,Río Gallegos,1.0,1.0,-51.623165,-69.216003,0
78,77,Lupe Cantina Mexicana,Lupe Cantina Mexicana,/Attraction_Review-g1949199-d7279081-Reviews-Lupe_Cantina_Mexicana-Perito_Moreno_Province_of_Santa_Cruz_Patagonia.html,4.5,2,Other Food & Drink,Prestadores turísticos,Receptivos,,,,,,,2
79,78,Carlos Gradin Museo de Arqueologia,Museo de Arqueología Carlos Gradin ,/Attraction_Review-g1949199-d17425189-Reviews-Carlos_Gradin_Museo_de_Arqueologia-Perito_Moreno_Province_of_Santa_Cruz_Patagon.html,4.0,5,Natural History Museums,Museos,Museos,,,,,-46.592823,-70.924629,0
80,79,Sendero Laguna Madre E Hija,Sendero Laguna Madre e Hija,/Attraction_Review-g316035-d15780394-Reviews-Sendero_Laguna_Madre_E_Hija-El_Chalten_Province_of_Santa_Cruz_Patagonia.html,4.0,8,Hiking Trails,Áreas naturales,Senderos,,,,,-49.301327,-72.9515,0
81,80,Portal La Ascension,Portal La Ascensión,/Attraction_Review-g1673177-d13565432-Reviews-Portal_La_Ascension-Los_Antiguos_Province_of_Santa_Cruz_Patagonia.html,4.5,7,Hiking Trails,Áreas naturales,Senderos,,,,,-46.551739,-71.631569,0
82,81,Encuentros con la Historia. Estancia TurÃ­stica,Museo La Quinta,/Attraction_Review-g316035-d13383020-Reviews-Encuentros_con_la_Historia_Estancia_Turistica-El_Chalten_Province_of_Santa_Cruz_.html,5.0,10,Speciality Museums,Museos,Museos,,,,,-49.358028,-72.869507,0
83,82,Museo Regional Municipal de El Calafate,Museo Regional Municipal,/Attraction_Review-g312851-d13003811-Reviews-Museo_Regional_Municipal_de_El_Calafate-El_Calafate_Province_of_Santa_Cruz_Patag.html,3.5,12,Natural History Museums,Museos,Museos,,,,,-50.339428,-72.255592,0
84,83,Lago Cardiel,Lago Cardiel,/Attraction_Review-g1203116-d10341136-Reviews-Lago_Cardiel-Gobernador_Gregores_Province_of_Santa_Cruz_Patagonia.html,4.0,5,Bodies of Water,Áreas naturales,"Lagos, lagunas y ríos",,,,,-48.9091181,-71.2428203,1
85,84,Monumento a la Primera Misa,Primera Misa en Territorio Argentino,/Attraction_Review-g1857763-d17310281-Reviews-Monumento_a_la_Primera_Misa-Puerto_San_Julian_Province_of_Santa_Cruz_Patagonia.html,4.0,2,Historic Sites â€¢ Points of Interest & Landmarks,Sitios históricos y arqueológicos,Monumentos y estatuas,,,,,-49.302216,-67.722534,0
86,85,Plaza Teniente del Navio Agustin del Castillo,Plaza Teniente del Navío Agustín del Castillo,/Attraction_Review-g15278372-d19767451-Reviews-Plaza_Teniente_del_Navio_Agustin_del_Castillo-Rio_Turbio_Province_of_Santa_Cru.html,3.0,2,Historic Sites â€¢ Points of Interest & Landmarks,Espacios urbanos,"Parques, plazas y espacios urbanos",,,,,-51.5369586,-72.3358918,1
87,86,Museo de Los Pioneros,Museo de Los Pioneros,/Attraction_Review-g2468334-d11645490-Reviews-Museo_de_Los_Pioneros-Puerto_Santa_Cruz_Province_of_Santa_Cruz_Patagonia.html,4.0,2,Speciality Museums,Museos,Museos,,,,,-51.6153849,-69.2260086,1
